Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
trust,"Watoto wanahitaji matibabu, naomba unisaidie na hela kidogo.",watoto wanahitaji matibabu naomba unisaidie na hela kidogo,"['watoto', 'wanahitaji', 'matibabu', 'naomba', 'unisaidie', 'na', 'hela', 'kidogo']","['watoto', 'wanahitaji', 'matibabu', 'naomba', 'unisaidie', 'hela', 'kidogo']",watoto wanahitaji matibabu naomba unisaidie hela kidogo
scam,Utanitumia kwa hîi HALOTEL 0689592818 j'ina ni Magomba Maila.,utanitumia kwa hi halotel jina ni magomba maila,"['utanitumia', 'kwa', 'hi', 'halotel', 'jina', 'ni', 'magomba', 'maila']","['utanitumia', 'hi', 'halotel', 'jina', 'magomba', 'maila']",utanitumia hi halotel jina magomba maila
trust,"Samahani nimechelewa kuwasiliana, nipo na kikao muda huu.",samahani nimechelewa kuwasiliana nipo na kikao muda huu,"['samahani', 'nimechelewa', 'kuwasiliana', 'nipo', 'na', 'kikao', 'muda', 'huu']","['samahani', 'nimechelewa', 'kuwasiliana', 'nipo', 'kikao', 'huu']",samahani nimechelewa kuwasiliana nipo kikao huu
scam,TUMIA NAMBA HII (0773409724)KUNITUMIA IYO HELA JINA LITAONYESHA (PETER NYANGE),tumia namba hii kunitumia iyo hela jina litaonyesha peter nyange,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'peter', 'nyange']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'peter', 'nyange']",tumia namba hii kunitumia iyo hela jina litaonyesha peter nyange
trust,Habari za jioni?,habari za jioni,"['habari', 'za', 'jioni']","['habari', 'jioni']",habari jioni
scam,"IYO PESA ITUME KWENYE NAMBA HII 0698018072 JINA ITALETA FEBU SHADI WILISON NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta febu shadi wilison nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'febu', 'shadi', 'wilison', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'febu', 'shadi', 'wilison', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta febu shadi wilison nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
scam,"Imethibitishwa, namba yako ya 0755667788 imejishindia TSH 6,000,000 kutoka TUZO  POINTI. Piga 0755667788 ili kupokea Pesa yako.",imethibitishwa namba yako ya imejishindia tsh kutoka tuzo pointi piga ili kupokea pesa yako,"['imethibitishwa', 'namba', 'yako', 'ya', 'imejishindia', 'tsh', 'kutoka', 'tuzo', 'pointi', 'piga', 'ili', 'kupokea', 'pesa', 'yako']","['imethibitishwa', 'namba', 'yako', 'imejishindia', 'tsh', 'tuzo', 'pointi', 'piga', 'kupokea', 'pesa', 'yako']",imethibitishwa namba yako imejishindia tsh tuzo pointi piga kupokea pesa yako
scam,"Dear, No need to go out work, just at home to earn 4,000,000TZS a day, please contact us: https://wa.me/2550747878264",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,MZEE JUMANNE YASINI MASAKA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0698018072)(0698018072),mzee jumanne yasini masaka tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'jumanne', 'yasini', 'masaka', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'jumanne', 'yasini', 'masaka', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee jumanne yasini masaka tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,"TUZO  POINTI hongera umepata zawadi Sh2,000,000 milioni kutoka (TUZO  POINTI) piga sim,.0689592818 kupata zawadi  asante",tuzo pointi hongera umepata zawadi sh milioni kutoka tuzo pointi piga sim kupata zawadi asante,"['tuzo', 'pointi', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'tuzo', 'pointi', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['tuzo', 'pointi', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'tuzo', 'pointi', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",tuzo pointi hongera umepata zawadi sh milioni tuzo pointi piga sim kupata zawadi asante
scam,Nitumie tu kwenye hii Halotel 0615810764 jina PETER NYANGE.,nitumie tu kwenye hii halotel jina peter nyange,"['nitumie', 'tu', 'kwenye', 'hii', 'halotel', 'jina', 'peter', 'nyange']","['nitumie', 'hii', 'halotel', 'jina', 'peter', 'nyange']",nitumie hii halotel jina peter nyange
trust,Kesho tuna kikao saa nane.,kesho tuna kikao saa nane,"['kesho', 'tuna', 'kikao', 'saa', 'nane']","['kesho', 'tuna', 'kikao', 'saa', 'nane']",kesho tuna kikao saa nane
scam,Iyo ela tuma humu kwenye tigo 0696530433 Jina lije NASHONI MBIRIBI,iyo ela tuma humu kwenye tigo jina lije nashoni mbiribi,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'tigo', 'jina', 'lije', 'nashoni', 'mbiribi']","['iyo', 'ela', 'tuma', 'humu', 'tigo', 'jina', 'lije', 'nashoni', 'mbiribi']",iyo ela tuma humu tigo jina lije nashoni mbiribi
trust,Kikao cha mtaa kimepangwa Jumamosi saa nne asubuhi.,kikao cha mtaa kimepangwa jumamosi saa nne asubuhi,"['kikao', 'cha', 'mtaa', 'kimepangwa', 'jumamosi', 'saa', 'nne', 'asubuhi']","['kikao', 'mtaa', 'kimepangwa', 'jumamosi', 'saa', 'nne', 'asubuhi']",kikao mtaa kimepangwa jumamosi saa nne asubuhi
scam,Nitumie tu kwenye hii voda 0617488472 jina SAID MTAALAM .,nitumie tu kwenye hii voda jina said mtaalam,"['nitumie', 'tu', 'kwenye', 'hii', 'voda', 'jina', 'said', 'mtaalam']","['nitumie', 'hii', 'voda', 'jina', 'said', 'mtaalam']",nitumie hii voda jina said mtaalam
scam,Tumia namba hii ya Tigo 0676584303 kutuma hiyo ela jina JENEROZA ROCK BENEDICTO,tumia namba hii ya tigo kutuma hiyo ela jina jeneroza rock benedicto,"['tumia', 'namba', 'hii', 'ya', 'tigo', 'kutuma', 'hiyo', 'ela', 'jina', 'jeneroza', 'rock', 'benedicto']","['tumia', 'namba', 'hii', 'tigo', 'kutuma', 'ela', 'jina', 'jeneroza', 'rock', 'benedicto']",tumia namba hii tigo kutuma ela jina jeneroza rock benedicto
scam,"Congratulations! Your CV has passed. You can get 10,000,000TZS in a day. for details: wa.me/2550657538690",congratulations your cv has passed you can get tzs in a day for details wame,"['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']","['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']",congratulations your cv has passed you can get tzs in a day for details wame
trust,Nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutafanyia kazi.,nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutafanyia kazi,"['nahitaji', 'msaada', 'wako', 'kuhamasisha', 'timu', 'kuhusu', 'project', 'mpya', 'tutafanyia', 'kazi']","['nahitaji', 'msaada', 'wako', 'kuhamasisha', 'timu', 'kuhusu', 'project', 'mpya', 'tutafanyia', 'kazi']",nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutafanyia kazi
trust,Nitakuja saa kumi jioni kama tulivyokubaliana.,nitakuja saa kumi jioni kama tulivyokubaliana,"['nitakuja', 'saa', 'kumi', 'jioni', 'kama', 'tulivyokubaliana']","['nitakuja', 'saa', 'kumi', 'jioni', 'tulivyokubaliana']",nitakuja saa kumi jioni tulivyokubaliana
trust,"Kaka yangu, safiri salama. Usisahau kuniandikia ukifika!",kaka yangu safiri salama usisahau kuniandikia ukifika,"['kaka', 'yangu', 'safiri', 'salama', 'usisahau', 'kuniandikia', 'ukifika']","['kaka', 'safiri', 'salama', 'usisahau', 'kuniandikia', 'ukifika']",kaka safiri salama usisahau kuniandikia ukifika
trust,Nitumie ratiba ya kikao cha kesho tafadhali.,nitumie ratiba ya kikao cha kesho tafadhali,"['nitumie', 'ratiba', 'ya', 'kikao', 'cha', 'kesho', 'tafadhali']","['nitumie', 'ratiba', 'kikao', 'kesho']",nitumie ratiba kikao kesho
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782734560 AU 0782734560",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
trust,Nimefurahi kupata nafasi ya kuzungumza nawe leo.,nimefurahi kupata nafasi ya kuzungumza nawe leo,"['nimefurahi', 'kupata', 'nafasi', 'ya', 'kuzungumza', 'nawe', 'leo']","['nimefurahi', 'kupata', 'nafasi', 'kuzungumza', 'nawe', 'leo']",nimefurahi kupata nafasi kuzungumza nawe leo
trust,"Bro, Arsenal wameshinda tena! Nafikiri wanarudi kwenye ubora wao wa zamani.",bro arsenal wameshinda tena nafikiri wanarudi kwenye ubora wao wa zamani,"['bro', 'arsenal', 'wameshinda', 'tena', 'nafikiri', 'wanarudi', 'kwenye', 'ubora', 'wao', 'wa', 'zamani']","['bro', 'arsenal', 'wameshinda', 'nafikiri', 'wanarudi', 'ubora', 'zamani']",bro arsenal wameshinda nafikiri wanarudi ubora zamani
scam,Iyo ela tuma humu kwenye voda 0782734560 Jina lije HOSEA MKUMBUKWA.,iyo ela tuma humu kwenye voda jina lije hosea mkumbukwa,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'voda', 'jina', 'lije', 'hosea', 'mkumbukwa']","['iyo', 'ela', 'tuma', 'humu', 'voda', 'jina', 'lije', 'hosea', 'mkumbukwa']",iyo ela tuma humu voda jina lije hosea mkumbukwa
trust,Tunaweza kufanya outing weekend hii? Tuonyeshe mji na vitu vipya ulivyonunua.,tunaweza kufanya outing weekend hii tuonyeshe mji na vitu vipya ulivyonunua,"['tunaweza', 'kufanya', 'outing', 'weekend', 'hii', 'tuonyeshe', 'mji', 'na', 'vitu', 'vipya', 'ulivyonunua']","['tunaweza', 'kufanya', 'outing', 'weekend', 'hii', 'tuonyeshe', 'mji', 'vitu', 'vipya', 'ulivyonunua']",tunaweza kufanya outing weekend hii tuonyeshe mji vitu vipya ulivyonunua
scam,"IYO PESA ITUME KWENYE NAMBA HII 0655251448 JINA ITALETA FEBU SHADI WILISON NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta febu shadi wilison nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'febu', 'shadi', 'wilison', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'febu', 'shadi', 'wilison', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta febu shadi wilison nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
trust,Tafadhali nipatie namba ya dereva wa boda.,tafadhali nipatie namba ya dereva wa boda,"['tafadhali', 'nipatie', 'namba', 'ya', 'dereva', 'wa', 'boda']","['nipatie', 'namba', 'dereva', 'boda']",nipatie namba dereva boda
scam,Iyo Pesa itume humu kwenye TIGO 0782734560 jina lije ALLY ISSA.,iyo pesa itume humu kwenye tigo jina lije ally issa,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'tigo', 'jina', 'lije', 'ally', 'issa']","['iyo', 'pesa', 'itume', 'humu', 'tigo', 'jina', 'lije', 'ally', 'issa']",iyo pesa itume humu tigo jina lije ally issa
trust,"Pole sana ndugu yangu, umepitia pagumu baba. Una mke mzuri amekuweka ktk Hali nzuri Muda wote.",pole sana ndugu yangu umepitia pagumu baba una mke mzuri amekuweka ktk hali nzuri muda wote,"['pole', 'sana', 'ndugu', 'yangu', 'umepitia', 'pagumu', 'baba', 'una', 'mke', 'mzuri', 'amekuweka', 'ktk', 'hali', 'nzuri', 'muda', 'wote']","['pole', 'ndugu', 'umepitia', 'pagumu', 'baba', 'una', 'mke', 'mzuri', 'amekuweka', 'ktk', 'hali', 'nzuri']",pole ndugu umepitia pagumu baba una mke mzuri amekuweka ktk hali nzuri
scam,ela tuma kwa namba hii 0783654321 jina NASHONI MBIRIBI,ela tuma kwa namba hii jina nashoni mbiribi,"['ela', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'nashoni', 'mbiribi']","['ela', 'tuma', 'namba', 'hii', 'jina', 'nashoni', 'mbiribi']",ela tuma namba hii jina nashoni mbiribi
trust,Unataka chai au kahawa?,unataka chai au kahawa,"['unataka', 'chai', 'au', 'kahawa']","['unataka', 'chai', 'au', 'kahawa']",unataka chai au kahawa
scam,Nitumie tu kwenye hii Airtel 0733822240 jina SALOME KALUNGA.,nitumie tu kwenye hii airtel jina salome kalunga,"['nitumie', 'tu', 'kwenye', 'hii', 'airtel', 'jina', 'salome', 'kalunga']","['nitumie', 'hii', 'airtel', 'jina', 'salome', 'kalunga']",nitumie hii airtel jina salome kalunga
scam,TUMIA NAMBA HII (0689933027)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMANNE YASINI MASAKA),tumia namba hii kunitumia iyo hela jina litaonyesha jumanne yasini masaka,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'jumanne', 'yasini', 'masaka']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'jumanne', 'yasini', 'masaka']",tumia namba hii kunitumia iyo hela jina litaonyesha jumanne yasini masaka
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0696530433",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala ya binadam utapewa mtajiongea na wakala wetu,"['habari', 'ewe', 'mtanzania', 'sasa', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'bila', 'kutoa', 'kafala', 'ya', 'binadam', 'utapewa', 'mtajiongea', 'na', 'wakala', 'wetu']","['habari', 'ewe', 'mtanzania', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'kutoa', 'kafala', 'binadam', 'utapewa', 'mtajiongea', 'wakala', 'wetu']",habari ewe mtanzania mlango umefunguliwa jiunge namatajiri kutoa kafala binadam utapewa mtajiongea wakala wetu
trust,"Leo tutoke out? Kuna sehemu mpya nimegundua, najua utaipenda.",leo tutoke out kuna sehemu mpya nimegundua najua utaipenda,"['leo', 'tutoke', 'out', 'kuna', 'sehemu', 'mpya', 'nimegundua', 'najua', 'utaipenda']","['leo', 'tutoke', 'out', 'kuna', 'sehemu', 'mpya', 'nimegundua', 'najua', 'utaipenda']",leo tutoke out kuna sehemu mpya nimegundua najua utaipenda
trust,"Hey, naomba nitumie picha ile ya mwisho ulionyesha kwenye chat yetu.",hey naomba nitumie picha ile ya mwisho ulionyesha kwenye chat yetu,"['hey', 'naomba', 'nitumie', 'picha', 'ile', 'ya', 'mwisho', 'ulionyesha', 'kwenye', 'chat', 'yetu']","['hey', 'naomba', 'nitumie', 'picha', 'ile', 'mwisho', 'ulionyesha', 'chat', 'yetu']",hey naomba nitumie picha ile mwisho ulionyesha chat yetu
scam,Utanitumia kwenye ii 0755896103 airtel jina SALOME KALUNGA namba yangu inadeni usiitumie,utanitumia kwenye ii airtel jina salome kalunga namba yangu inadeni usiitumie,"['utanitumia', 'kwenye', 'ii', 'airtel', 'jina', 'salome', 'kalunga', 'namba', 'yangu', 'inadeni', 'usiitumie']","['utanitumia', 'ii', 'airtel', 'jina', 'salome', 'kalunga', 'namba', 'inadeni', 'usiitumie']",utanitumia ii airtel jina salome kalunga namba inadeni usiitumie
trust,Nitahitaji invoice ya mwezi uliopita kwa ukaguzi wa hesabu.,nitahitaji invoice ya mwezi uliopita kwa ukaguzi wa hesabu,"['nitahitaji', 'invoice', 'ya', 'mwezi', 'uliopita', 'kwa', 'ukaguzi', 'wa', 'hesabu']","['nitahitaji', 'invoice', 'mwezi', 'uliopita', 'ukaguzi', 'hesabu']",nitahitaji invoice mwezi uliopita ukaguzi hesabu
trust,Daaaah... Hiyo ya nyumba ni hatariii aseee,daaaah hiyo ya nyumba ni hatariii aseee,"['daaaah', 'hiyo', 'ya', 'nyumba', 'ni', 'hatariii', 'aseee']","['daaaah', 'nyumba', 'hatariii', 'aseee']",daaaah nyumba hatariii aseee
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By LUKA KIMBANGU,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by luka kimbanguni grp member,"['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'luka', 'kimbanguni', 'grp', 'member']","['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'luka', 'kimbanguni', 'grp', 'member']",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by luka kimbanguni grp member
scam,"IYO PESA ITUME KWENYE NAMBA HII 0781476081 JINA ITALETA NASHONI MBIRIBI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta nashoni mbiribi nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'nashoni', 'mbiribi', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'nashoni', 'mbiribi', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta nashoni mbiribi nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
scam,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0655251448,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no,"['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'ela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'sana', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'bila', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']","['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'ela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']",mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani je utatunza siri nikikusaidia pesa mashaliti magumu nipigie nikwelekeze no
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya VODACOM. Mbona kimya na siku zinazidi kwenda...?,habari za asubuhi mimi mwenye nyumba wako hii namba yangu ya vodacom mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'asubuhi', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'vodacom', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'asubuhi', 'nyumba', 'wako', 'hii', 'namba', 'vodacom', 'mbona', 'kimya', 'siku', 'zinazidi']",habari asubuhi nyumba wako hii namba vodacom mbona kimya siku zinazidi
scam,MZEE KHADIJA SUMBAI tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0617488472)(0617488472),mzee khadija sumbai tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'khadija', 'sumbai', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'khadija', 'sumbai', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee khadija sumbai tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,Safi mwamba kazi kwanza. Harafu sio lazima sana,safi mwamba kazi kwanza harafu sio lazima sana,"['safi', 'mwamba', 'kazi', 'kwanza', 'harafu', 'sio', 'lazima', 'sana']","['safi', 'mwamba', 'kazi', 'kwanza', 'harafu', 'sio', 'lazima']",safi mwamba kazi kwanza harafu sio lazima
trust,Tafadhali nitumie picha.,tafadhali nitumie picha,"['tafadhali', 'nitumie', 'picha']","['nitumie', 'picha']",nitumie picha
scam,Utanitumia kwa hîi AIRTEL 0782734560 j'ina ni LUKA KIMBANGU.,utanitumia kwa hi airtel jina ni luka kimbangu,"['utanitumia', 'kwa', 'hi', 'airtel', 'jina', 'ni', 'luka', 'kimbangu']","['utanitumia', 'hi', 'airtel', 'jina', 'luka', 'kimbangu']",utanitumia hi airtel jina luka kimbangu
trust,"Kesho kuna kikao cha familia saa nne asubuhi, tafadhali usikose.",kesho kuna kikao cha familia saa nne asubuhi tafadhali usikose,"['kesho', 'kuna', 'kikao', 'cha', 'familia', 'saa', 'nne', 'asubuhi', 'tafadhali', 'usikose']","['kesho', 'kuna', 'kikao', 'familia', 'saa', 'nne', 'asubuhi', 'usikose']",kesho kuna kikao familia saa nne asubuhi usikose
